Submission id,PID,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Gender,Ethnicity,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Condition,ID,Start time,Completion time,Email,Name,Last modified time,Education,AI Knowledge,Age,AI Deceptive,AI Dishonest,AI Suspicious,AI Wary,AI Harm,AI Confident,AI Security,AI Trustworthy,AI Reliable,AI Trust,AI systems are 1,AI systems are 2,AI systems are 3,AI systems are 4,AI systems are 5,AI systems are 6,AI systems are 7,AI systems are 8,AI systems are 9,AI Harm Post 1,AI Security Post,AI Suspicious Post,AI Wary/Deceptive Post,AI Harm Post 2,AI Confident Post,AI Dishonest Post,AI Trust Post,AI Reliable Post,AI Trustworthy Post,AI systems are Post 1,AI systems are Post 2,AI systems are Post 3,AI systems are Post 4,AI systems are Post 5,AI systems are Post 6,AI systems are Post 7,AI systems are Post 8,AI systems are Post 9,AI Interaction Feeling,Need Model Understanding,Job Screening Feeling,Age,AI Wary Post,AI Deceptive Post,AI Trust Post 2,AI Definition Feeling,Is White,Explanation Comment,Submission id (Demographics),PID (Demographics),Status (Demographics),Started at (Demographics),Completed at (Demographics),Reviewed at (Demographics),Archived at (Demographics),Time taken (Demographics),Completion code (Demographics),Total approvals (Demographics),Gender (Demographics),Ethnicity (Demographics),Age (Demographics),Sex (Demographics),Ethnicity simplified (Demographics),Country of birth (Demographics),Country of residence (Demographics),Nationality (Demographics),Language (Demographics),Student status (Demographics),Employment status (Demographics),Condition (Demographics),Responses,Submissions
698e08315616f8bed4a5c764,67ffb9d9966a438dc54122b3,TIMED-OUT,2026-02-12T17:06:50.532000Z,,,2026-02-23T10:27:21.220675Z,926431.0,,711,Man (including Trans Male/Trans Man),Other (please feel free to let us know your ethnicity via email),74,Male,Other,South Africa,South Africa,South Africa,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Interactive,120,2026-02-12 17:21:53,2026-02-12 17:37:11,anonymous,,,Master,Conceptual understanding,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Apathetic,Insensitive,Personal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Strongly Agree,Agree,Strongly Agree,,,Agree,Disagree,,Agree,Disagree,Altruistic,Insensitive,Ignoring,Responsive,Impersonal,Open-Minded,Apathetic,Patient,Cordial,,Yes,Not a great idea,75,Disagree,Disagree,Agree,Concerned,0,Answered questions on AI systems,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e08666ef7ae18c306dcfb,60f866ea13e9f2e5cf2fa8fc,APPROVED,2026-02-12T17:05:53.462000Z,2026-02-12T17:21:26.822000Z,2026-03-05T00:02:26.015000Z,2026-02-12T17:21:28.842783Z,934.0,NOCODE,2594,Man (including Trans Male/Trans Man),Romani/Traveller,26,Male,White,Germany,Germany,Germany,German,No,Full-Time,Interactive,136,2026-02-12 18:10:37,2026-02-12 18:21:00,anonymous,,,Bachelor,Beginner knowledge,26.0,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Empathetic ,Sensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Personal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,Good,"To a certain amount, yes",I'd be fine with that,,,,,,1,I interacted with the language model and saw how they work,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e0a638187b909dcb95a58,697a8f0105cbab23fe7697f6,APPROVED,2026-02-12T17:14:16.033000Z,2026-02-12T17:35:41.338000Z,2026-03-05T00:01:25.428000Z,2026-02-12T17:35:42.203460Z,1286.0,NOCODE,35,Woman (including Trans Female/Trans Woman),White,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Interactive,139,2026-02-12 18:29:20,2026-02-12 18:35:23,anonymous,,,Bachelor,Beginner knowledge,34.0,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Empathetic ,Insensitive,Impersonal,Caring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,It wasn’t working very well so it was frustrating ,"No, but I do need to works smoothly otherwise I instinctively distrust ir and it annoys me.",Not good at all and I wouldn’t trust that it would be fair also part of employing people is a human element that AI can’t do ,,,,,,1,Looked and different ways AI software can predict the words missing in a sentence based on probability using the other words in the sentance which provide it with context ,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e0a9ebb0544b2af0010a5,5f8893a5e2f88a04b1833278,APPROVED,2026-02-12T17:15:37.628000Z,2026-02-12T17:37:43.915000Z,2026-03-05T00:09:41.700000Z,2026-02-12T17:37:44.926598Z,1327.0,IVXOP1T1Q4,1472,Man (including Trans Male/Trans Man),White Sephardic Jew,28,Male,White,Greece,Greece,Greece,Greek,No,Part-Time,Interactive,140,2026-02-12 18:15:40,2026-02-12 18:35:35,anonymous,,,Bachelor,Conceptual understanding,28.0,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Indifferent,Open-Minded,Patient,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Open-Minded,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Patient,interested and a little bit surprised,Yes ,"I am not sure, it depends on the AI and the way it works.",,,,,,1,I saw about the abilities of an AI model called BERT and learned about how it can collect and use data.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e0d6073337e3db38a8d0d,6150fbd25056424b64062835,APPROVED,2026-02-12T17:27:57.447000Z,2026-02-12T17:47:35.955000Z,2026-03-05T00:09:12.611000Z,2026-02-12T17:47:36.902485Z,1179.0,NOCODE,236,Non-binary (would like to give more detail),African,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,Interactive,143,2026-02-12 18:43:36,2026-02-12 18:46:51,anonymous,,,Bachelor,Advanced,28.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Apathetic,Sensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Impersonal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,Good because it was efficient ,No,Not good because they’re not human and there are certain things that can go wrong,,,,,,0,Update texts based on AI predictions and learn about the vast of information and predictions BERT,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e0e13e9d9dd4cfc6187b8,69307a2048b35b3b31adde8c,TIMED-OUT,2026-02-12T17:30:00.789000Z,,,2026-02-23T10:27:21.259854Z,925041.0,,480,Rather not say,Rather not say,35,Male,White,Turkey,Germany,Turkey,Turkish,No,Full-Time,Interactive,146,2026-02-12 18:30:02,2026-02-12 19:00:54,anonymous,,,High School,Expert,35.0,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Impersonal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Impatient,I felt comfortable and supported.,"Not completely, but basic transparency helps.","I would feel cautious, but open if it is fair.",,,,,,1,J9PQ4N5JX2,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1086f808de1f2dd3a38f,5e7241e8b05a3703ba0b3163,APPROVED,2026-02-12T17:40:33.114000Z,2026-02-12T17:47:20.956000Z,2026-03-05T00:01:13.183000Z,2026-02-12T17:47:22.495671Z,408.0,Q46KDYGJA3,124,Woman (including Trans Female/Trans Woman),White Sephardic Jew,28,Female,White,Israel,Israel,Israel,Hebrew,No,Part-Time,Interactive,142,2026-02-12 18:40:36,2026-02-12 18:46:27,anonymous,,,Bachelor,Advanced,28.0,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Apathetic,Insensitive,Personal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Impersonal,Altruistic,Judgmental,Responsive,Insensitive,Caring,Apathetic,Cordial,Patient,ok,no,not sure,,,,,,1,interacted,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1086f808de1f2dd3a38f,5e7241e8b05a3703ba0b3163,APPROVED,2026-02-12T17:40:33.114000Z,2026-02-12T17:47:20.956000Z,2026-03-05T00:01:13.183000Z,2026-02-12T17:47:22.495671Z,408.0,Q46KDYGJA3,124,Woman (including Trans Female/Trans Woman),White Sephardic Jew,28,Female,White,Israel,Israel,Israel,Hebrew,No,Part-Time,Interactive,128,2026-02-12 18:07:53,2026-02-12 18:14:56,anonymous,,,Bachelor,Advanced,,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Apathetic,Insensitive,Personal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Agree,Agree,Disagree,,,Disagree,Disagree,,Disagree,Disagree,Self-Serving,Insensitive,Ignoring,Responsive,Personal,Judgmental,Apathetic,Patient,Cordial,,no,weird,28,Disagree,Agree,Agree,bad,1,ai's moral,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e117839b4a9fcacfbf4ce,67c1bd1e0c0aea659bcba061,APPROVED,2026-02-12T17:53:51.617000Z,2026-02-12T18:02:12.688000Z,2026-03-05T00:08:11.211000Z,2026-02-12T18:02:13.583283Z,502.0,GBE6EIE0T2,496,Man (including Trans Male/Trans Man),Caribbean,23,Male,Black,Canada,Canada,Canada,French,Yes,Unemployed (and job seeking),Interactive,147,2026-02-12 18:54:07,2026-02-12 19:01:58,anonymous,,,High School,Beginner knowledge,23.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Empathetic ,Sensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Personal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,I didn't interact with any AI.,"Generally not, but it depends what I'm using it for.",I wouldn't mind if I knew what criteria it was using for the eligibility of candidates.,,,,,,0,I read about how LLM learn language and the risk associated with that,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e117839b4a9fcacfbf4ce,67c1bd1e0c0aea659bcba061,APPROVED,2026-02-12T17:53:51.617000Z,2026-02-12T18:02:12.688000Z,2026-03-05T00:08:11.211000Z,2026-02-12T18:02:13.583283Z,502.0,GBE6EIE0T2,496,Man (including Trans Male/Trans Man),Caribbean,23,Male,Black,Canada,Canada,Canada,French,Yes,Unemployed (and job seeking),Interactive,92,2026-02-12 16:31:43,2026-02-12 16:34:52,anonymous,,,High School,Beginner knowledge,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Empathetic ,Sensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Strongly Agree,Strongly Disagree,,,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Altruistic,Sensitive,Caring,Responsive,Personal,Open-Minded,Empathetic ,Patient,Cordial,,Depends what it's being used for,"Frustrated, since it wouldn't be clear what the AI is looking for ",23,Strongly Agree,Strongly Disagree,Strongly Agree,Nothing much,0,I read about how LLM learn languages and the risks involved.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e12013b364e78978f9371,697b26a40a18cb80098cb10b,APPROVED,2026-02-12T17:46:41.062000Z,2026-02-12T18:12:46.122000Z,2026-03-05T00:08:05.238000Z,2026-02-12T18:12:47.196669Z,1566.0,NOCODE,17,Man (including Trans Male/Trans Man),Mixed,26,Male,Mixed,Brazil,Brazil,Brazil,Portuguese,Yes,Part-Time,Interactive,149,2026-02-12 18:46:48,2026-02-12 19:12:07,anonymous,,,Bachelor,Conceptual understanding,26.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Empathetic ,Sensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Impersonal,Altruistic,Open-Minded,Indifferent,Sensitive,Caring,Apathetic,Cordial,Patient,It was interesting to learn more about how the AI ​​model works; I felt good.,"I think it's important to understand how the AI ​​model works, because there's a lot of fake news about this topic, and that helps generate greater trust in AI.","I believe it's normal; nowadays there are platforms where the interview process is already guided by artificial intelligence, and I would be comfortable with that.",,,,,,0,There were some interactions to understand how the BERT model works and its predictions related to the context of phrases and words.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e129b13d9a136cb63742f,663bb4501a608eee117a0691,APPROVED,2026-02-12T17:49:22.957000Z,2026-02-12T18:06:10.967000Z,2026-03-05T00:00:34.100000Z,2026-02-12T18:06:11.789331Z,1009.0,4D2CKN4XG6,96,Non-binary (would like to give more detail),East Asian,25,Female,Asian,Canada,Canada,Canada,English,No,Full-Time,Interactive,148,2026-02-12 18:49:29,2026-02-12 19:05:52,anonymous,,,Bachelor,Conceptual understanding,25.0,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Impersonal,Self-Serving,Judgmental,Responsive,Insensitive,Ignoring,Apathetic,Cordial,Patient,"It was impressive that it could complete sentences based on the probability of a region, but harmful that it promoted assumptions about different genders.",Yes,I would feel like it was unfair,,,,,,0,Learned about the BERT LLM and how Zari was implemented to train it to not perpetuate stereotypes.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1567ec083705894848aa,5f1b768bba959b371da3e65f,APPROVED,2026-02-12T18:01:11.083000Z,2026-02-12T18:14:05.980000Z,2026-03-05T00:08:26.508000Z,2026-02-12T18:14:06.847334Z,775.0,NOCODE,299,Non-binary (would like to give more detail),Latino/Hispanic,26,Female,Other,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),Interactive,150,2026-02-12 19:01:15,2026-02-12 19:13:45,anonymous,,,Master,Conceptual understanding,26.0,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Impersonal,Altruistic,Open-Minded,Responsive,Insensitive,Ignoring,Apathetic,Cordial,Patient,Nothing,"Possibly, however my negative opinion on AI wouldn't change.",Hopeless,,,,,,0,Did some questionaries and trials to understand how AI works related to information and how it gets it.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e17dd5ee6c497f3fbb11c,697fc671ed75e797c6b874fa,TIMED-OUT,2026-02-12T18:12:21.564000Z,,,2026-02-23T10:27:21.243959Z,922500.0,,3,Man (including Trans Male/Trans Man),White Mexican,18,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),Interactive,162,2026-02-12 19:12:30,2026-02-12 20:18:15,anonymous,,,Bachelor,Conceptual understanding,18.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Empathetic ,Insensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Impersonal,Self-Serving,Open-Minded,Responsive,Insensitive,Ignoring,Apathetic,Rude,Patient,"It was cool to see how it works, but it was also a little bit weird, it is also a bit worrying to see that the AI has the same prejudices as people","Yes, if you dont know how it works you can maybe think it is always right ","I would be a little bit nervous, I would worry that it might reject me based on a stereotype instead of my actual skills.",,,,,,1,I learned how BERT model predict words and also I compared it with the Zari model ,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e18b7fa463d7d1e45cb67,6972745622ed4aea137cc974,APPROVED,2026-02-12T18:15:19.545000Z,2026-02-12T18:42:27.300000Z,2026-03-05T00:08:47.978000Z,2026-02-12T18:42:28.316529Z,1628.0,9POX5P4O5P,8,Non-binary (would like to give more detail),White,20,Male,White,Poland,Poland,Poland,Polish,Yes,Other,Interactive,154,2026-02-12 19:16:43,2026-02-12 19:42:16,anonymous,,,High School,Conceptual understanding,20.0,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Apathetic,Sensitive,Impersonal,Caring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Impersonal,Altruistic,Open-Minded,Responsive,Insensitive,Caring,Apathetic,Cordial,Patient,I was interested and engaged,Yes it helps,I wouldnt mind it but i'd still prefer some sort of human interaction,,,,,,1,Learned how the LLM BERT and its verions work,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e19410b3421bed14a0490,6163264fa94cc08756567f81,APPROVED,2026-02-12T18:17:45.804000Z,2026-02-12T18:39:44.539000Z,2026-03-05T00:08:00.710000Z,2026-02-12T18:39:45.494885Z,1319.0,NOCODE,1084,Woman (including Trans Female/Trans Woman),Black/African American,35,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,Interactive,153,2026-02-12 19:24:56,2026-02-12 19:39:15,anonymous,,,Bachelor,Conceptual understanding,29.0,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Empathetic ,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Impersonal,Altruistic,Judgmental,Responsive,Sensitive,Ignoring,Empathetic ,Cordial,Patient,I've had a great interaction with AI on all my encounters,To a certain degree,It would be ideal as companies now use AI to screen job applications,,,,,,0,That AI is a good source of information,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e19f86b6684f054060193,697a7f1e216e6f77e1274165,APPROVED,2026-02-12T18:20:48.911000Z,2026-02-12T18:36:11.324000Z,2026-03-05T00:01:47.260000Z,2026-02-12T18:36:12.276622Z,923.0,8B02OFV77A,2,Rather not say,Rather not say,32,Male,Prefer not to say,Kenya,Japan,United States,English,Yes,Full-Time,Interactive,152,2026-02-12 19:20:56,2026-02-12 19:35:47,anonymous,,,PhD,Expert,32.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Empathetic ,Sensitive,Personal,Caring,Self-Serving,Cordial,Responsive,Open-Minded,Patient,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Personal,Self-Serving,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,I felt curious and engaged. It was easy to interact with and gave thoughtful responses.,"Yes, at least a basic understanding helps build trust and know its limits.","I would feel cautious but open, as long as the process is transparent and fair.",,,,,,0,"I followed the link, interacted with the AI explanation, explored how it responded to different inputs, and observed how it explained its reasoning.",,,,,,,,,,,,,,,,,,,,,,,[],[]
698e19f86b6684f054060193,697a7f1e216e6f77e1274165,APPROVED,2026-02-12T18:20:48.911000Z,2026-02-12T18:36:11.324000Z,2026-03-05T00:01:47.260000Z,2026-02-12T18:36:12.276622Z,923.0,8B02OFV77A,2,Rather not say,Rather not say,32,Male,Prefer not to say,Kenya,Japan,United States,English,Yes,Full-Time,Interactive,135,2026-02-12 19:01:24,2026-02-12 19:19:18,anonymous,,,PhD,Expert,,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Apathetic,Insensitive,Personal,Ignoring,Self-Serving,Cordial,Indifferent,Open-Minded,Patient,Disagree,Disagree,Disagree,,,Disagree,Strongly Agree,,Disagree,Disagree,Self-Serving,Sensitive,Caring,Responsive,Personal,Open-Minded,Empathetic ,Patient,Cordial,,"Yes, at least to some extent. Knowing how the model works helps build confidence that its results are fair and accurate. ",I would be okay with it as long as the system is transparent and unbiased. It should evaluate skills fairly without discrimination.,32,Strongly Disagree,Strongly Agree,Disagree,I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process.,0,I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process.,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1a0d2e4db16f04514805,6973d5517e704446fbf01575,APPROVED,2026-02-12T18:21:06.052000Z,2026-02-12T18:44:42.405000Z,2026-03-05T00:08:13.657000Z,2026-02-12T18:44:43.315296Z,1417.0,NOCODE,46,Non-binary (would like to give more detail),Mixed,22,Female,Mixed,France,France,France,French,Yes,Other,Interactive,155,2026-02-12 19:21:09,2026-02-12 19:44:33,anonymous,,,Master,No knowledge,22.0,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Apathetic,Insensitive,Personal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Patient,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Personal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Empathetic ,Cordial,Patient,It was a good exercice.,I feel better understanding it yes.,"I don't like that, as my application may not be perfect and an AI system can reject me even if I apply to the job.",,,,,,0,3PLC7PHVQZ,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1bfcc9b03a4bf47dab10,6726772db37c626cce7dfcf6,APPROVED,2026-02-12T18:29:19.991000Z,2026-02-12T18:50:20.740000Z,2026-03-05T00:09:14.045000Z,2026-02-12T18:50:21.757323Z,1261.0,1PRR2TUGK8,2632,Man (including Trans Male/Trans Man),Native American or Alaskan Native,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Interactive,156,2026-02-12 19:29:25,2026-02-12 19:50:08,anonymous,,,Graduate Professional Degree,Conceptual understanding,52.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Responsive,Judgmental,Patient,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Personal,Altruistic,Open-Minded,Responsive,Sensitive,Caring,Apathetic,Cordial,Patient,It was neat to see how the things on the screen changed,No,I don’t think I would like that. I still prefer a human.,,,,,,1,I learned how to AI works and I did different simulations,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e1ff572e477dfbe7fb3fb,697a77db01760678182d3ef4,APPROVED,2026-02-12T18:49:45.774000Z,2026-02-12T19:16:16.916000Z,2026-03-05T00:08:23.605000Z,2026-02-12T19:16:17.852081Z,1592.0,A3Q9K6HLUK,23,Man (including Trans Male/Trans Man),White Mexican,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,Interactive,161,2026-02-12 19:50:04,2026-02-12 20:16:01,anonymous,,,Bachelor,Conceptual understanding,29.0,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Empathetic ,Insensitive,Personal,Ignoring,Self-Serving,Cordial,Responsive,Judgmental,Patient,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Impersonal,Self-Serving,Open-Minded,Responsive,Sensitive,Ignoring,Apathetic,Cordial,Patient,was pretty easy i feel powerfull,yes it was really helpfull but im a bit worry abaout the fast growing of AI,i wouldnt be mad,,,,,,0,i use the AI model BERT and zari,,,,,,,,,,,,,,,,,,,,,,,[],[]
698e20cb213137a06182c6fd,6151a5db275a0fee7698f351,APPROVED,2026-02-12T18:49:47.873000Z,2026-02-12T19:03:07.728000Z,2026-03-05T00:09:46.402000Z,2026-02-12T19:03:08.633081Z,800.0,"I learned that changing a sentence can significantly affect the model’s predictions. The words used and the context of the sentence influence what the AI predicts for the hidden word, showing how language models rely on patterns and context to generate responses",14,Rather not say,African,31,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,Interactive,158,2026-02-12 19:50:00,2026-02-12 20:02:05,anonymous,,,Bachelor,Beginner knowledge,31.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Apathetic,Insensitive,Impersonal,Caring,Altruistic,Cordial,Responsive,Open-Minded,Impatient,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Impersonal,Altruistic,Open-Minded,Indifferent,Insensitive,Ignoring,Apathetic,Cordial,Impatient,Nothing it's just advanced intelligence with no feelings,Yeah I think so,Unfair maybe ,,,,,,0,"I learned that changing a sentence can significantly affect the model’s predictions. The words used and the context of the sentence influence what the AI predicts for the hidden word, showing how language models rely on patterns and context to generate responses",,,,,,,,,,,,,,,,,,,,,,,[],[]
698e2142d88d1c92a5a29b97,61597ca19e7685bd2a7c5ece,APPROVED,2026-02-12T18:51:59.705000Z,2026-02-12T19:12:12.087000Z,2026-03-05T00:00:46.947000Z,2026-02-12T19:12:13.013367Z,1213.0,1C9BBGJPT5,384,Man (including Trans Male/Trans Man),Other (please feel free to let us know your ethnicity via email),33,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,Interactive,159,2026-02-12 19:52:04,2026-02-12 20:11:12,anonymous,,,High School,Beginner knowledge,33.0,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Apathetic,Insensitive,Impersonal,Ignoring,Altruistic,Cordial,Indifferent,Open-Minded,Patient,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Impersonal,Altruistic,Open-Minded,Responsive,Sensitive,Ignoring,Empathetic ,Cordial,Patient,anoyed a bit but its okey all the way,i think not we dont need the know every part of it we need the know how the use a tool .,if it used for better sorting maybe okey but peoples are lie a lot so i dont rly know,,,,,,1,learning about how the language model is working and how it try to work whitout being rude and how differently we can use it (1C9BBGJPT5),,,,,,,,,,,,,,,,,,,,,,,[],[]
